x0,x1,y,x2,x3
A0,A34,0.93,0.59,0.21
A11,A27,0.17,0.39,0.0
A10,A138,0.0,0.09,0.0
A6,A108,0.03,0.02,0.0
A7,A10,0.26,0.15,0.0
A10,A3,0.79,0.42,0.0
A3,A3,0.47,0.52,0.0
A2,A33,0.26,0.2,0.0
A7,A159,0.06,0.04,0.0
A6,A220,0.06,0.03,0.55
A9,A3,0.0,0.15,0.0
A10,A27,0.16,0.02,0.0
A0,A25,1.32,0.83,0.0
A1,A159,0.41,0.23,0.0
A2,A164,0.0,0.05,0.0
A9,A14,0.0,0.0,0.04
A11,A69,0.03,0.01,0.0
A3,A77,0.07,0.05,0.0
A5,A329,0.0,0.0,0.04
A9,A133,0.03,0.18,0.0
A9,A3,0.01,0.0,0.0
A2,A3,0.18,0.0,0.0
A11,A32,0.01,0.02,0.0
A6,A20,0.0,0.04,0.06
A5,A34,0.0,0.0,0.11
A10,A198,0.17,0.0,0.0
A11,A94,0.03,0.02,0.0
A2,A91,0.17,0.05,0.0
A1,A58,0.0,0.0,0.08
A1,A54,0.0,0.0,0.76
A10,A3,0.1,0.05,0.0
A9,A64,0.18,0.12,0.0
A11,A60,1.93,1.22,0.03
A11,A89,0.18,0.0,0.0
A4,A25,0.39,0.01,0.0
A0,A26,0.21,0.05,0.0
A1,A77,0.58,0.45,0.0
A10,A27,0.02,0.01,0.0
A11,A84,0.02,0.05,0.0
A6,A3,0.06,0.0,0.0
A1,A58,0.9,0.37,0.25
A6,A56,0.0,0.0,0.09
A1,A32,0.0,0.02,0.0
A4,A3,0.41,0.01,0.0
A10,A156,0.03,0.02,0.0
A9,A33,0.12,0.0,0.0
A4,A57,0.0,0.16,0.0
A4,A43,0.0,0.0,0.41
A4,A16,0.25,0.2,0.0
A0,A7,0.34,0.09,0.0
A6,A27,1.94,1.95,0.08
A6,A44,0.0,0.0,0.09
A1,A14,0.0,0.0,0.3
A10,A245,0.04,0.0,0.01
A5,A31,0.0,0.0,0.05
A1,,0.0,0.0,0.39
A10,A27,2.21,0.12,0.0
A6,A25,0.06,0.16,0.02
A4,A15,0.07,0.03,0.0
A2,A64,0.12,0.03,0.0
A7,A24,0.14,0.0,0.0
A6,A61,0.0,0.0,0.06
A1,A15,0.07,0.05,0.0
A1,A14,0.12,0.09,0.0
A4,A3,0.18,0.16,0.0
A4,A33,0.19,0.0,0.0
A0,A190,0.02,0.01,0.0
A11,,0.38,0.29,0.0
A6,A26,0.32,0.19,0.0
A5,A154,0.09,0.09,0.0
A9,A301,0.07,0.0,0.0
A10,,0.53,0.41,0.0
A4,A23,0.02,0.01,0.0
A6,A7,0.34,0.0,0.33
A11,A3,0.06,0.02,0.0
A0,A33,0.1,0.03,0.0
A11,A25,0.0,0.06,0.0
A6,A14,0.0,0.0,0.03
A6,A343,0.04,0.0,0.0
A4,A0,0.05,0.02,0.0
A6,A34,0.04,0.03,0.0
A11,A16,1.73,1.73,0.14
A1,A76,0.0,0.02,0.0
A6,,3.1,1.56,0.08
A10,A24,0.03,0.02,0.0
A9,A7,0.0,0.0,0.11
A6,A3,0.33,0.22,0.0
A4,A7,0.0,0.02,0.0
A3,A34,0.04,0.03,0.0
A3,A228,0.06,0.0,0.0
A2,A27,0.18,0.24,0.0
A3,A20,0.19,0.01,0.03
A10,A64,0.04,0.01,0.0
A7,A245,0.09,0.0,0.07
A6,A3,0.02,0.03,0.0
A10,A27,0.35,0.0,0.0
,A7,2.91,0.99,0.89
A10,A448,0.04,0.03,0.0
A5,A16,0.13,0.1,0.0
A0,A7,0.51,0.12,1.63
A4,A36,0.08,0.02,0.0
A2,A25,0.45,0.03,0.0
A5,A3,0.07,0.06,0.0
A9,A43,0.06,0.02,0.0
A6,A56,0.0,0.0,0.04
A6,A27,0.63,0.2,0.02
A6,A321,0.15,0.01,0.0
A10,A135,0.03,0.02,0.0
A10,A27,0.16,0.15,0.0
A2,A27,0.17,0.02,0.0
A5,A6,0.2,0.08,0.12
A4,A108,0.16,0.05,0.0
A6,A27,0.45,0.47,0.0
A2,A26,0.28,0.17,0.0
A1,A94,0.01,0.01,0.0
A4,A332,0.0,0.0,0.49
A5,A16,0.0,0.0,0.35
A11,A16,0.04,0.03,0.0
A4,A94,0.07,0.0,0.0
A2,A297,0.0,0.0,0.05
A10,A34,0.0,1.01,0.0
A7,A27,1.07,0.39,0.0
A2,,0.09,2.43,0.12
A11,A33,0.34,0.15,0.01
A4,A26,0.18,0.0,0.0
A10,A7,0.49,0.03,0.0
A7,A6,0.55,0.44,0.14
A6,A26,0.14,0.25,0.0
A5,A5,0.0,0.0,0.02
A11,A33,0.34,0.11,0.0
A6,A51,0.63,0.49,0.0
A6,A33,0.08,0.04,0.0
A0,A36,0.22,0.06,0.0
A2,A36,1.73,2.19,0.0
A4,A33,1.67,0.58,0.0
A9,A323,0.18,0.0,0.0
A6,A143,0.45,0.3,0.22
A2,A33,0.06,0.02,0.0
A6,A37,0.11,0.01,0.0
A8,A14,0.0,0.0,0.1
A6,A94,0.0,0.0,0.02
A2,A93,0.0,0.01,0.0
A8,A14,0.0,0.0,0.67
A8,A33,0.15,0.11,0.0
A10,A34,0.0,0.0,0.23
A2,A17,0.02,0.0,0.0
A6,A141,0.05,0.02,0.0
A4,A34,1.34,0.62,0.0
A7,A90,0.3,0.23,0.0
A0,A3,0.0,0.21,0.0
A10,A27,0.4,0.1,0.0
A7,A205,0.05,0.01,0.0
A5,A3,0.16,0.0,0.0
A10,A25,0.48,0.24,0.0
A6,A6,0.0,0.0,0.22
A5,A61,0.0,0.0,0.03
A4,A26,0.1,0.02,0.0
A6,A33,0.57,0.01,0.0
A9,A14,0.0,0.0,0.41
A4,A14,0.0,0.0,0.02
A10,A20,0.19,0.0,0.0
A10,A15,0.0,0.03,0.06
A1,A43,0.08,0.03,0.14
A9,A34,0.0,0.0,0.04
A4,A24,0.12,0.0,0.0
A1,A55,0.03,0.02,0.03
A1,A58,0.0,0.0,0.13
A6,A15,0.23,0.09,0.0
A11,A7,1.06,0.38,0.15
A6,A26,0.12,0.01,0.0
A1,A14,0.08,0.08,0.0
A4,A3,0.83,0.82,0.0
A11,A7,1.61,0.51,0.8
A11,A80,0.06,0.04,0.0
A0,A27,0.21,0.05,0.0
A6,A56,0.03,0.03,0.07
A8,A58,0.23,0.1,0.0
A11,A268,0.06,0.02,0.0
A8,A90,0.09,0.07,0.0
A8,A56,0.0,0.0,0.13
A1,A16,0.11,0.08,0.35
A11,A43,0.0,0.0,0.17
A5,A168,0.07,0.05,0.0
A6,A119,0.0,0.0,0.05
A6,A58,0.42,0.38,0.0
A5,A222,0.0,0.0,0.02
A4,A7,3.81,2.3,1.58
A2,A3,0.24,0.54,0.01
A6,A14,0.0,0.0,0.03
A2,A135,0.01,0.01,0.0
A3,A27,0.0,0.01,0.0
A3,A80,0.04,0.03,0.0
A2,,0.9,0.61,0.0
A10,A25,0.26,0.04,0.0
A6,A200,0.0,0.02,0.0
A11,A90,0.34,0.27,0.0
A4,A14,0.0,0.0,0.12
A10,A301,0.05,0.0,0.0
A6,,0.0,0.0,0.1
A6,A37,0.32,0.58,0.04
A4,A3,0.08,0.0,0.0
A8,A88,0.05,0.04,0.0
A10,A15,0.05,0.3,0.29
A5,A15,0.07,0.04,0.0
A7,A27,0.26,0.06,0.0
A10,A14,0.05,0.05,0.0
A1,A56,0.16,0.0,0.02
A1,A248,0.0,0.0,0.02
A1,A14,0.0,0.0,0.12
A2,A27,0.2,0.06,0.0
A6,A33,0.53,0.0,0.0
A6,A3,0.12,0.0,0.0
A5,A177,0.0,0.0,0.02
A11,A34,0.15,0.17,0.0
A6,A25,0.02,0.0,0.0
A6,A436,0.55,0.03,0.0
A4,A274,0.03,0.02,0.0
A10,A95,0.0,0.04,0.0
A9,A143,0.07,0.05,0.0
A0,A32,0.02,0.01,0.0
A2,A24,0.02,0.01,0.0
A1,A53,0.03,0.03,0.0
A10,A350,0.0,0.04,0.0
A10,A27,0.14,0.15,0.0
A1,A14,0.66,0.47,0.0
A11,A14,0.03,0.02,0.0
A4,A14,0.09,0.04,0.0
A10,A49,0.88,0.04,0.0
A11,,0.13,0.03,0.0
A6,A51,0.01,0.79,0.0
A0,A14,0.03,0.01,0.0
A10,A33,0.05,0.04,0.0
A3,A15,0.14,0.04,0.01
A2,A13,0.01,0.07,0.0
A4,A3,0.16,0.0,0.0
A6,A433,0.0,0.0,0.02
A1,,0.16,0.02,0.0
A0,A33,0.74,0.52,0.08
A0,A33,0.16,0.04,0.0
A1,A14,0.03,0.0,0.11
A6,A60,0.84,0.54,0.0
A10,A56,0.0,0.0,0.02
A4,A14,0.0,0.0,0.05
A2,A27,0.54,0.46,0.0
A6,A33,0.01,0.0,0.0
A4,A27,0.14,0.0,0.0
A0,A33,0.03,0.01,0.0
A6,A53,0.0,0.01,0.0
A9,A27,0.26,0.2,0.0
A6,A87,0.04,0.02,0.0
A6,A3,0.68,0.38,0.0
A1,A15,0.04,0.02,0.0
A6,A15,0.0,0.0,0.1
A10,A15,0.0,0.0,0.17
A1,A7,0.0,0.0,0.39
A10,A90,0.0,1.15,0.0
A3,A20,0.22,0.0,0.0
A2,A48,0.04,0.04,0.0
A6,A7,0.87,0.31,0.13
A9,A7,0.0,0.0,0.49
A6,A90,0.04,0.02,0.0
A6,A16,0.04,0.03,0.0
A1,A25,1.77,0.32,0.0
A3,A183,0.0,0.0,0.01
A0,A34,1.24,0.43,0.03
A1,A151,0.0,0.0,0.03
A4,A59,0.1,0.04,0.0
A8,A209,0.02,0.01,0.0
A4,A26,1.08,0.28,0.0
A10,A33,0.1,0.07,0.0
A6,A20,0.03,0.0,0.0
A6,A3,0.19,0.23,0.0
A7,A292,0.02,0.01,0.0
A8,A56,0.0,0.0,0.02
A4,A11,0.0,0.0,0.16
A6,A27,0.1,0.06,0.01
A2,A13,0.0,0.01,0.0
A6,A20,0.0,0.0,0.06
A10,A14,0.0,0.0,0.06
A6,A36,0.1,0.07,0.0
A1,A6,0.39,0.02,0.85
A4,A193,0.0,0.07,0.0
A6,A25,0.17,0.07,0.0
A10,A24,0.02,0.0,0.0
A11,A94,0.04,0.01,0.0
A8,A264,0.0,0.0,0.01
A0,A10,0.02,0.01,0.0
A5,A264,0.07,0.0,0.0
A0,A24,0.08,0.06,0.0
A1,A16,0.08,0.05,0.0
A2,A122,0.01,0.0,0.0
A5,A309,0.05,0.12,0.0
A11,A3,0.03,0.01,0.0
A4,A14,0.0,0.0,0.2
A10,A3,0.09,0.0,0.0
A5,A160,0.0,0.0,0.02
A5,A161,0.0,0.0,0.05
A0,A36,0.34,0.01,0.0
A2,A16,0.0,0.47,0.77
A10,A2,0.16,0.04,0.0
A10,A272,0.18,0.01,0.0
A0,,0.45,0.17,0.14
A10,A10,0.21,0.17,0.0
A10,A64,0.21,0.16,0.0
A10,A27,0.41,0.11,0.0
A4,A41,0.0,0.0,0.02
A2,A25,0.09,0.0,0.0
A0,A80,0.75,0.44,0.0
A6,A14,0.0,0.0,0.19
A4,A34,0.0,0.0,0.05
A1,A233,0.04,0.03,0.0
A5,A143,0.01,0.77,0.0
A1,A15,0.14,0.09,0.19
A5,A33,0.1,0.0,0.0
A1,A20,0.0,0.0,0.12
A10,A3,0.07,0.05,0.0
,A96,0.02,0.02,0.0
A6,A56,0.17,0.01,0.0
A6,A16,0.37,0.25,0.0
A10,A15,0.0,0.0,0.24
A4,A16,0.02,0.01,0.12
A4,A26,0.27,0.07,0.0
A11,A34,0.21,0.22,0.11
A4,A7,0.0,0.0,0.26
A3,A3,0.56,0.0,0.0
A10,A27,0.84,0.05,0.0
A5,A164,0.07,0.14,0.0
A6,A15,0.0,0.0,0.07
A7,A14,0.08,0.06,0.0
A8,A160,0.0,0.0,0.37
A1,A7,0.31,0.11,0.3
A6,A272,0.15,0.01,0.0
A6,A16,0.06,0.1,0.01
A8,A7,0.22,0.05,0.0
A6,A77,0.08,0.05,0.0
A1,A177,0.0,0.0,0.07
A6,A6,0.0,0.05,0.0
A10,A3,0.03,0.01,0.0
A5,A3,0.13,0.13,0.0
A7,A27,0.13,0.03,0.0
A10,A32,0.28,0.08,0.0
A5,A91,0.0,0.01,0.0
A11,A449,0.0,0.32,0.0
A10,A59,0.17,0.14,0.0
A3,A13,0.14,0.11,0.0
A0,A35,0.59,0.57,0.0
A1,A226,0.09,0.0,0.03
A8,A34,0.02,0.52,0.0
A4,A7,0.0,0.0,0.52
A10,A27,0.19,0.15,0.0
A8,A228,0.0,0.01,0.0
A8,,0.0,0.0,0.02
A10,A15,0.0,0.0,0.17
A6,A15,0.0,0.0,0.15
A1,A183,0.01,0.01,0.0
A4,A20,0.12,0.0,0.0
A6,A15,0.15,0.11,0.0
A11,A51,0.14,0.14,0.0
A6,A25,0.17,0.13,0.0
A4,A256,0.0,0.0,0.06
A7,A30,0.0,0.0,0.43
A10,A25,0.9,0.38,0.01
A8,A3,0.38,0.37,0.0
A8,A14,0.06,0.0,0.0
A4,A16,2.12,1.44,0.22
A4,A44,0.0,0.0,0.05
A10,A16,0.0,0.0,0.28
A5,A5,0.0,0.0,0.02
A6,A450,0.0,0.01,0.0
A5,A25,0.05,0.0,0.0
A1,A119,0.0,0.0,0.03
A5,A159,0.0,0.02,0.0
A1,A51,0.0,0.51,0.0
A4,A25,0.06,0.01,0.0
A3,A32,0.02,0.01,0.0
A6,A14,0.0,0.0,0.08
A1,A55,0.16,0.05,0.12
A10,A27,0.3,0.0,0.0
A10,A165,0.0,0.04,0.0
A6,A6,0.05,0.04,0.23
A1,A275,0.0,0.0,0.02
A6,A12,0.0,0.0,0.02
A1,A15,0.04,0.01,0.48
A8,A14,0.0,0.0,0.07
A2,A27,0.07,0.04,0.0
A6,A25,0.12,0.01,0.0
A3,A451,0.0,0.0,0.03
A3,A3,0.0,0.03,0.0
A5,A245,0.0,0.0,0.01
A0,A6,0.82,0.23,0.35
A6,A452,0.0,0.0,0.02
A4,A24,0.01,0.0,0.0
A6,A6,0.0,0.0,0.14
A1,A7,0.16,0.11,0.18
A6,A6,0.0,0.0,0.01
A10,A272,0.12,0.08,0.0
A6,A60,1.47,1.39,0.03
A6,A51,0.17,0.0,0.0
A2,A3,0.11,0.01,0.0
A10,A34,0.0,0.0,0.52
A1,A3,0.0,0.02,0.0
A0,A33,0.12,0.03,0.0
A1,A164,0.1,0.11,0.0
A4,A94,0.0,0.0,0.02
A10,,0.44,0.16,0.0
A11,A64,0.39,0.14,0.0
A6,A37,0.0,0.06,0.0
A4,A3,0.09,0.37,0.0
A6,A34,0.15,0.14,0.63
A6,A15,0.15,0.11,0.03
A6,A26,1.34,0.37,0.0
A3,A289,0.0,0.0,0.01
A8,A363,0.0,0.03,0.0
A3,A3,0.3,0.0,0.0
A6,A33,0.09,0.32,0.0
A5,A26,0.23,0.0,0.0
A6,A14,0.09,0.07,0.32
A6,A14,0.0,0.0,0.08
A3,A164,0.0,0.02,0.0
A3,A15,0.0,0.0,0.02
A9,A20,0.14,0.0,0.0
A4,A15,0.07,0.0,0.0
A5,A56,0.0,0.0,0.12
A10,A15,0.0,0.0,0.31
A1,A10,0.12,0.09,0.0
A7,A56,0.3,0.1,0.08
A6,A15,0.05,0.0,0.0
A11,A51,0.02,0.19,0.0
A11,A27,0.51,0.33,0.01
A4,A33,0.18,0.0,0.0
A4,A46,0.19,0.0,0.0
A6,A10,0.11,0.09,0.0
A2,A93,0.12,0.11,0.0
A4,A119,0.0,0.0,0.04
A10,A27,0.79,4.29,0.05
A4,A46,0.12,0.05,0.0
A8,A53,0.24,0.07,0.0
A6,A25,0.04,0.02,0.0
A5,A120,0.03,0.0,0.0
A8,A16,0.0,0.0,0.11
A6,A33,0.08,0.03,0.0
A5,A61,0.0,0.0,0.05
A10,A27,0.11,0.03,0.0
A0,A7,1.75,0.45,0.62
A8,A6,0.02,0.01,0.0
A8,A7,0.78,0.25,0.56
A0,A34,4.47,1.2,0.16
A8,A16,0.0,0.0,0.03
A4,A89,0.01,0.0,0.0
A3,A3,0.0,0.04,0.0
A11,A213,0.02,0.01,0.0
A0,A33,0.04,0.02,0.0
A6,A99,0.12,0.0,0.0
A6,A24,0.13,0.0,0.0
A2,A34,0.5,0.32,0.02
A6,A27,0.16,0.45,0.0
A10,A16,0.13,0.1,0.0
A0,A25,0.07,0.02,0.0
A4,A7,0.0,0.0,0.09
A3,A27,0.23,0.0,0.0
A1,A14,0.0,0.0,0.23
A0,A406,0.27,0.1,0.0
A4,A33,0.07,0.0,0.0
A1,A33,0.1,0.08,0.0
A1,A77,0.09,0.01,0.0
A1,A41,0.0,0.0,0.09
A4,A32,0.0,0.12,0.0
A6,A60,0.62,0.11,0.0
A6,A32,0.27,0.02,0.02
A4,A3,0.01,0.0,0.0
A4,A33,0.37,0.14,0.0
A3,A376,0.02,0.0,0.0
A4,A16,0.14,0.11,0.0
A1,A43,0.0,0.0,0.01
A10,A15,0.0,0.07,0.18
A10,A34,0.16,0.36,0.0
A9,A16,0.06,0.04,0.22
A11,A334,0.06,0.0,0.0
A10,A15,0.0,0.0,0.76
A1,A27,0.35,0.16,0.0
A4,A34,0.15,0.04,0.1
A3,A32,0.45,0.96,0.02
A1,A7,0.89,0.57,0.46
A11,A64,0.24,0.16,0.04
A10,A27,0.05,0.01,0.0
A0,A25,0.06,0.02,0.0
A10,A15,0.12,0.08,0.0
A5,A202,0.0,0.0,0.01
A5,A31,0.0,0.0,0.02
A4,A26,0.39,0.18,0.0
A2,A91,0.05,0.02,0.0
A4,A25,1.04,0.14,0.0
A5,A34,0.0,0.0,0.03
A3,A51,0.05,0.01,0.0
A6,A27,0.44,0.16,0.0
A10,A16,0.66,0.0,0.0
A10,A264,0.0,0.0,0.04
A11,A77,0.26,0.22,0.0
A11,A60,0.02,0.13,0.0
A5,A55,0.0,0.0,0.01
A10,A25,0.41,0.19,0.0
A4,A34,0.0,0.0,0.18
A1,,0.0,0.0,0.14
A7,A10,0.29,0.2,0.0
A4,A34,0.05,0.02,0.0
A7,A453,0.0,0.0,0.01
A6,A14,0.0,0.0,0.03
A6,A143,0.02,0.01,0.0
A11,A156,0.08,0.02,0.0
A3,A27,0.22,0.11,0.0
A10,A32,3.92,1.78,0.03
A11,A16,0.44,0.28,0.0
A7,A24,0.26,0.08,0.13
A8,A228,0.2,0.13,0.0
A5,A9,0.0,0.0,0.06
A10,A27,0.0,0.05,0.0
A11,A33,0.1,0.06,0.01
A4,,0.0,0.0,0.08
A9,A188,0.02,0.0,0.0
A8,A14,0.0,0.0,0.12
A3,A3,0.13,0.0,0.0
A6,A6,0.08,0.0,0.0
A7,A33,0.48,0.49,0.01
A10,A51,0.02,0.06,0.0
A11,A25,0.98,0.04,0.0
A7,A33,0.22,0.31,0.0
A10,A43,0.0,0.0,0.17
A3,A60,0.3,0.1,0.0
A6,A27,0.23,0.02,0.0
A0,A24,0.1,0.03,0.0
A4,A15,0.1,0.0,0.0
A11,A32,1.89,0.99,0.03
A6,A33,0.31,0.12,0.0
A1,A33,0.08,0.02,0.0
A10,A27,0.6,3.29,0.06
A10,A22,0.0,0.0,0.87
A11,A24,0.42,0.02,0.0
A4,A7,0.36,0.09,0.0
A2,A32,0.09,0.03,0.0
A7,A80,0.55,0.17,0.0
A1,A264,0.0,0.0,0.03
A7,A6,0.0,0.0,0.26
,A14,0.0,0.0,0.02
A6,,0.0,0.0,0.03
A11,A14,0.11,0.09,0.0
A9,A120,0.03,0.0,0.0
A6,A143,0.01,0.01,0.0
A5,A40,0.0,0.05,0.0
A8,,0.13,0.02,0.0
A10,A7,0.15,0.14,0.17
A5,A194,0.0,0.0,0.02
A11,A58,0.17,0.28,0.05
A11,A25,0.12,0.0,0.0
A2,A14,0.04,0.0,0.0
A3,A15,0.32,0.09,0.0
A6,A33,0.29,0.11,0.0
A5,A26,0.11,0.09,0.0
A4,A6,0.0,0.0,0.04
A7,A14,0.0,0.0,0.15
A10,A7,9.09,8.59,2.53
A2,A33,0.17,0.13,0.0
A0,A34,0.0,0.0,0.12
A6,A34,0.11,0.09,0.0
A9,A215,0.02,0.0,0.0
A11,A25,0.02,0.0,0.0
A11,A64,0.3,0.08,0.0
A6,A14,0.0,0.01,0.0
A4,A14,1.24,0.17,0.03
A4,A179,0.16,0.11,0.0
A1,A16,0.0,0.0,0.46
A11,A16,0.03,0.02,0.0
A8,A378,0.0,0.02,0.0
A6,A51,2.9,2.83,0.24
A2,A454,0.05,0.01,0.0
A6,A179,0.8,0.54,0.0
A11,A3,0.87,0.05,0.02
A8,A34,0.0,0.0,0.1
A3,A7,0.56,0.24,0.3
A1,A151,0.0,0.0,0.03
A0,A34,0.44,0.46,0.01
A4,A15,0.01,0.0,0.0
A1,A14,0.0,0.0,0.03
A4,A3,0.12,0.0,0.0
A1,A15,0.0,0.0,0.02
A3,A20,3.13,1.94,0.07
A0,A3,0.07,0.03,0.0
A8,A61,0.0,0.0,0.06
A10,A16,0.54,0.0,0.0
A7,A111,0.03,0.0,0.05
A5,A61,0.0,0.0,0.02
A10,A15,0.0,0.0,0.02
A6,A24,0.28,0.22,0.0
A6,A33,0.23,0.28,0.0
A0,A15,0.17,0.0,0.0
A6,A25,0.17,0.04,0.0
A6,A25,0.19,0.05,0.0
A6,A40,0.09,0.0,0.0
A2,A91,0.05,0.04,0.0
A6,A34,0.1,0.03,0.06
A6,A134,0.06,0.0,0.0
A2,A399,0.73,0.5,0.0
A6,A205,0.04,0.01,0.0
A4,A6,0.08,0.03,0.02
A6,A351,0.03,0.01,0.0
A3,A15,0.12,0.05,0.0
A1,A54,0.0,0.0,1.29
A3,A27,0.98,6.42,0.0
A6,A14,0.0,0.0,0.12
A5,A26,0.54,0.2,0.0
A11,A142,0.25,0.17,0.0
A0,A7,3.14,1.24,0.91
A0,A7,0.23,0.14,0.12
A1,A95,0.07,0.04,0.0
A4,A298,0.0,0.0,0.1
A1,A58,0.86,0.48,0.0
A6,A34,0.1,0.06,0.0
A3,A115,0.1,0.06,0.0
A6,A14,0.02,0.0,0.0
A10,A3,0.01,0.09,0.0
A6,A34,0.03,0.02,0.0
A10,A25,0.26,0.1,0.0
A5,A3,0.01,0.01,0.0
A2,A80,0.27,0.06,0.0
A11,A51,0.07,0.1,0.0
A4,A36,0.22,0.15,0.0
A6,A25,0.44,0.11,0.0
A11,A51,0.42,0.41,0.0
A4,A37,0.09,0.02,0.0
A9,A25,0.06,0.0,0.0
A5,A375,0.0,0.0,0.01
A10,A27,0.29,0.08,0.0
A6,A14,0.0,0.0,0.01
A4,A3,0.13,0.0,0.0
A4,A15,0.0,0.0,0.05
A9,A38,0.0,0.02,0.0
A9,A107,0.06,0.0,0.0
A0,A16,1.31,0.74,0.31
A2,A16,0.0,0.0,0.04
A10,A15,0.0,0.0,0.06
A2,,0.01,0.01,0.0
A6,A41,0.0,0.0,0.1
A9,A164,0.0,0.02,0.0
A10,A34,0.05,0.08,0.0
A10,A90,0.0,0.03,0.0
A11,A24,0.63,0.49,0.0
A6,A61,0.0,0.0,0.02
,A224,0.0,0.0,0.02
A6,A87,0.31,0.21,0.0
A10,A16,0.0,0.17,0.0
A0,A36,0.32,0.25,0.0
A11,A34,0.0,0.0,0.31
A6,A25,0.05,0.01,0.0
A0,A33,0.18,0.05,0.0
A6,A14,0.0,0.0,0.02
A4,A51,0.01,0.0,0.0
A7,A33,1.48,0.39,0.0
A4,,0.67,0.25,0.0
A6,,0.08,0.02,0.0
A1,A14,0.0,0.0,0.54
A1,A55,0.0,0.0,0.03
A1,A14,0.0,0.0,0.02
A6,A15,0.16,0.03,0.0
A8,A20,0.01,0.02,0.0
A10,A15,0.0,0.0,0.19
A7,A111,0.0,0.0,0.06
A2,A59,0.03,0.01,0.0
A6,A26,0.15,0.0,0.0
A11,A3,0.3,0.24,0.0
A8,A27,0.0,0.01,0.0
A10,A3,0.12,0.0,0.0
A2,A168,0.12,0.08,0.0
A6,A90,0.0,0.02,0.0
A4,A14,0.0,0.02,0.0
A6,A25,0.42,0.54,0.0
A6,A14,0.0,0.0,0.06
A10,A27,0.22,1.47,0.04
A6,A6,0.1,0.08,0.0
A1,A55,0.0,0.0,0.03
A0,A27,0.08,0.05,0.0
A5,A58,0.14,0.0,0.01
A1,A58,0.73,0.03,0.0
A3,A219,0.07,0.06,0.16
A7,A34,0.22,0.01,0.08
A7,A56,0.3,0.03,0.1
A4,A7,0.0,0.0,0.04
A2,A247,0.0,0.0,0.36
A10,A27,0.78,2.55,0.04
,A56,0.04,0.01,0.0
A0,A132,0.31,0.11,0.0
A11,A35,0.09,0.02,0.0
A5,A41,0.0,0.0,0.03
A2,A3,0.05,0.01,0.0
A11,A3,0.07,0.02,0.0
A7,A158,0.01,0.01,0.0
A4,A25,0.53,0.4,0.0
A1,A144,0.0,0.0,0.1
A2,A27,0.7,0.39,0.01
A6,A6,0.63,0.38,0.35
A5,A120,0.03,0.0,0.0
A6,A56,0.0,0.0,0.11
A7,A32,0.04,0.01,0.0
A1,A16,0.0,0.0,0.2
A11,A25,1.54,1.94,0.19
A5,A10,0.09,0.0,0.0
A9,A367,0.03,0.01,0.0
A3,A34,0.0,0.0,0.19
A10,A122,0.2,0.0,0.0
A6,A56,0.02,0.06,0.11
A10,A14,0.16,0.0,0.25
A5,A94,0.0,0.0,0.03
A8,A111,0.08,0.0,0.0
A6,A56,0.0,0.0,0.03
A6,A27,0.0,0.03,0.0
A2,A33,0.05,0.02,0.0
A7,A14,0.13,0.1,0.0
A10,A27,1.53,0.05,0.0
A1,A30,0.0,0.0,0.02
A10,A27,0.44,0.35,0.0
A11,A27,0.0,0.02,0.0
A6,A27,0.11,0.09,0.04
A5,A61,0.0,0.0,0.02
A10,A455,0.02,0.02,0.0
A5,A98,0.08,0.01,0.0
A3,A53,0.02,0.01,0.0
A0,A15,0.06,0.02,0.13
A6,A6,0.71,0.16,0.25
A10,A59,0.26,0.08,0.0
A1,A14,0.0,0.0,0.06
A4,A15,0.02,0.0,0.0
A6,A109,0.0,0.0,0.27
A10,A51,0.07,0.0,0.0
A5,A59,0.04,0.0,0.0
A1,A7,0.0,0.21,1.18
A9,A25,0.42,0.03,0.0
A2,A33,0.1,0.03,0.0
A6,A322,0.36,0.02,0.0
A6,A14,0.0,0.01,0.0
A6,A16,0.0,0.17,0.09
A6,A49,0.08,0.02,0.0
A2,A48,0.0,0.01,0.0
A5,A240,0.0,0.0,0.21
A10,A27,0.62,0.04,0.0
A10,A101,0.0,0.0,0.05
A2,A34,0.0,0.0,0.41
A5,A53,0.0,0.05,0.0
A0,A25,0.12,0.0,0.0
A5,A258,0.0,0.0,0.02
A6,A27,0.04,0.03,0.0
A2,A26,0.21,0.0,0.0
A9,A7,0.17,0.02,0.3
A6,A15,0.0,0.0,0.04
A3,A27,0.65,0.44,0.0
A10,A15,0.13,0.76,0.03
A2,A7,1.69,0.04,0.0
A2,A0,0.43,0.16,0.0
A11,A51,0.09,0.08,0.01
A1,A141,0.13,0.0,0.19
,A13,0.0,0.0,0.01
A11,A25,1.49,0.93,0.02
A6,A6,0.99,0.63,0.29
A10,A33,0.12,0.0,0.0
A5,A3,0.16,0.13,0.0
A4,A254,0.0,0.0,0.03
A10,A14,0.0,0.0,0.09
A5,A16,0.0,0.0,0.07
A3,A301,0.12,0.02,0.0
A3,A456,0.01,0.0,0.0
A3,A228,0.06,0.0,0.0
A2,A18,0.06,0.0,0.0
A6,A58,0.46,1.02,0.07
A10,A20,1.74,0.48,0.0
A5,,0.12,0.33,0.0
A6,A457,0.42,0.03,0.0
A6,A33,0.24,0.19,0.34
A0,A25,0.25,0.04,0.0
A4,A27,0.09,0.07,0.0
A10,A27,0.59,0.4,0.0
A4,A25,0.11,0.09,0.0
A8,A14,0.0,0.0,0.12
